"Species","Genus","Family","Ordo","Class","Phylum"
"Asclepios_shiranui_shiranui_Esaki,_1924","Asclepios_[Arthropoda]","Gerridae","Hemiptera","Insecta","Arthropoda"
"Ascobulla_fragilis_(Jeffreys,_1856)","Ascobulla_[Mollusca]","Volvatellidae","Sacoglossa","Gastropoda","Mollusca"
"Ascobulla_ulla_(Er._Marcus_&_Ev._Marcus,_1970)","Ascobulla_[Mollusca]","Volvatellidae","Sacoglossa","Gastropoda","Mollusca"
"Ascocotyle_coleostoma_(Looss,_1896)","Ascocotyle_[Platyhelminthes]","Heterophyidae","Plagiorchiida","Trematoda","Platyhelminthes"
"Ascolaimus_elongatus_(Btschli,_1874)","Ascolaimus_[Nematoda]","Axonolaimidae","Araeolaimida","Adenophorea","Nematoda"
"Ascolaimus_spinosus","Ascolaimus_[Nematoda]","Axonolaimidae","Araeolaimida","Adenophorea","Nematoda"
"Ascoldia_variegata","Ascoldia_[Chordata]","Stichaeidae","Perciformes","Actinopterygii","Chordata"
"Ascolepsis_spinosa_Thomson_&_Rennet_1931","Ascolepsis_[Cnidaria]","Primnoidae","Alcyonacea","Anthozoa","Cnidaria"
"Ascolepsis_splendens_Thomson_&_Rennet_1931","Ascolepsis_[Cnidaria]","Primnoidae","Alcyonacea","Anthozoa","Cnidaria"
"Ascomorpha_ecaudis_Perty,_1850","Ascomorpha_[Rotifera]","Gastropodidae","Ploima","Eurotatoria","Rotifera"
"Ascomorpha_ovalis_(Bergendahl,_1892)","Ascomorpha_[Rotifera]","Gastropodidae","Ploima","Eurotatoria","Rotifera"
"Asconema_bispiculigastrum_(Rezvoi,_1923)","Asconema_[Porifera]","Rossellidae","Lyssacinosida","Hexactinellida","Porifera"
"Asconema_foliatum_(Fristedt,_1887)","Asconema_[Porifera]","Rossellidae","Lyssacinosida","Hexactinellida","Porifera"
"Asconema_fristedti_fristedti_Tabachnick_&_Menshenina,_2007","Asconema_[Porifera]","Rossellidae","Lyssacinosida","Hexactinellida","Porifera"
"Asconema_fristedti_islandiense_Tabachnick_&_Menshenina,_2007","Asconema_[Porifera]","Rossellidae","Lyssacinosida","Hexactinellida","Porifera"
"Asconema_fristedti_nordazoriense_Tabachnick_&_Menshenina,_2007","Asconema_[Porifera]","Rossellidae","Lyssacinosida","Hexactinellida","Porifera"
"Asconema_fristedti_Tabachnick_&_Menshenina,_2007","Asconema_[Porifera]","Rossellidae","Lyssacinosida","Hexactinellida","Porifera"
"Asconema_megaatrialia_biacorica_Tabachnick_&_Menshenina,_2007","Asconema_[Porifera]","Rossellidae","Lyssacinosida","Hexactinellida","Porifera"
"Asconema_megaatrialia_megaatrialia_Tabachnick_&_Menshenina,_2007","Asconema_[Porifera]","Rossellidae","Lyssacinosida","Hexactinellida","Porifera"
