"Species","Genus","Family","Ordo","Class","Phylum"
"Alloschizidium_igiliense_(Ferrara_&_Taiti,_1978A)","Alloschizidium_[Arthropoda]","Armadillidiidae","Isopoda","Malacostraca","Arthropoda"
"Alloschizidium_pruvoti_(Racovitza,_1907A)","Alloschizidium_[Arthropoda]","Armadillidiidae","Isopoda","Malacostraca","Arthropoda"
"Alloschizidium_racovitzai_Vandel,_1954A","Alloschizidium_[Arthropoda]","Armadillidiidae","Isopoda","Malacostraca","Arthropoda"
"Alloschizidium_remyi_(Vandel,_1944A)","Alloschizidium_[Arthropoda]","Armadillidiidae","Isopoda","Malacostraca","Arthropoda"
"Alloschizidium_sardoum_(Arcangeli,_1933A)","Alloschizidium_[Arthropoda]","Armadillidiidae","Isopoda","Malacostraca","Arthropoda"
"Alloscleria_tenuispinosa_Topsent,_1927","Alloscleria_[Porifera]","Heteroxyidae","Halichondrida","Demospongiae","Porifera"
"Allosmerus_elongatus_(Ayres,_1854)","Allosmerus_[Chordata]","Osmeridae","Osmeriformes","Actinopterygii","Chordata"
"Allosquilla_africana_(Manning,_1970)","Allosquilla_[Arthropoda]","Tetrasquillidae","Stomatopoda","Malacostraca","Arthropoda"
"Allosquilla_varicosa_(Komai_&_Tung,_1930)","Allosquilla_[Arthropoda]","Tetrasquillidae","Stomatopoda","Malacostraca","Arthropoda"
"Allostichaster_capensis_(Perrier,_1875)","Allostichaster_[Echinodermata]","Asteriidae","Forcipulatida","Asteroidea","Echinodermata"
"Allostichaster_farquhari_McKnight,_2006","Allostichaster_[Echinodermata]","Asteriidae","Forcipulatida","Asteroidea","Echinodermata"
"Allostichaster_hartti_(Rathbun,_1879)","Allostichaster_[Echinodermata]","Asteriidae","Forcipulatida","Asteroidea","Echinodermata"
"Allostichaster_insignis_(Farquhar,_1895)","Allostichaster_[Echinodermata]","Asteriidae","Forcipulatida","Asteroidea","Echinodermata"
"Allostichaster_palmula_Benavides-Serrato_&_O'Loughlin,_2007","Allostichaster_[Echinodermata]","Asteriidae","Forcipulatida","Asteroidea","Echinodermata"
"Allostichaster_peleensis_Marsh,_1974","Allostichaster_[Echinodermata]","Asteriidae","Forcipulatida","Asteroidea","Echinodermata"
"Allostichaster_polyplax_(Muller_&_Troschel,_1844)","Allostichaster_[Echinodermata]","Asteriidae","Forcipulatida","Asteroidea","Echinodermata"
"Allostichaster_regularis_H.L._Clark,_1928","Allostichaster_[Echinodermata]","Asteriidae","Forcipulatida","Asteroidea","Echinodermata"
"Allostoma_amoenum_Karling,_1962","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_catinosa_(Beklemischev,_1927)","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_catinosum_(Beklemishev,_1927)_Karling_1993","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_crassicystiferum_(Westblad,_1952)","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_durum_(Fuhrmann,_1896)","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_hopkinsi_Karling,_1993","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_neostiliferum_Karling,_1993","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_oerstedi_(Levinsen,_1879)","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_pallidum_Beneden,_1861","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allostoma_uterinum_(Westblad,_1952)","Allostoma_[Platyhelminthes]","Cylindrostomidae","Prolecithophora","Rhabditophora","Platyhelminthes"
"Allotanais_hirsutus_(Beddard,_1886a)","Allotanais_[Arthropoda]","Tanaidae","Tanaidacea","Malacostraca","Arthropoda"
"Alloteuthis_media_(Linnaeus,_1758)","Alloteuthis_[Mollusca]","Loliginidae","Myopsida","Cephalopoda","Mollusca"
"Alloteuthis_subulata_(Lamarck,_1798)","Alloteuthis_[Mollusca]","Loliginidae","Myopsida","Cephalopoda","Mollusca"
"Allotexiweckelia_hirsuta_Holsinger,_1980","Allotexiweckelia_[Arthropoda]","Hadziidae","Amphipoda","Malacostraca","Arthropoda"
"Allothunnus_fallai_Serventy,_1948","Allothunnus_[Chordata]","Scombridae","Perciformes","Actinopterygii","Chordata"
"Allothyone_mexicana_(Deichmann,_1946)","Allothyone_[Echinodermata]","Phyllophoridae","Dendrochirotida","Holothuroidea","Echinodermata"
"Allotoca_diazi_(Meek,_1902)","Allotoca_[Chordata]","Goodeidae","Cypriniformes","Actinopterygii","Chordata"
"Allotrifur_cholorophthalmi_(Yamaguti,_1939)","Allotrifur_[Arthropoda]","Pennellidae","Siphonostomatoida","Maxillopoda","Arthropoda"
"Alloweckelia_gurneei_Holsinger_&_Peck,_1968","Alloweckelia_[Arthropoda]","Hadziidae","Amphipoda","Malacostraca","Arthropoda"
"Alluaudella_longicirrata_Mohammad,_1973","Alluaudella_[Annelida]","Syllidae","Phyllodocida","Polychaeta","Annelida"
"Alluaudella_madagascariensis_Gravier,_1905","Alluaudella_[Annelida]","Syllidae","Phyllodocida","Polychaeta","Annelida"
"Alluna_sublitoralis_Faubel_&_Regier,_1983","Alluna_[Platyhelminthes]","Isodiametridae","Acoela","Acoelomorpha","Platyhelminthes"
"Alluroteuthis_antarcticus_Odhner,_1923","Alluroteuthis_[Mollusca]","Neoteuthidae","Oegopsida","Cephalopoda","Mollusca"
"Almyracuma_bacescui_Petrescu_&_Heard,_2004","Almyracuma_[Arthropoda]","Nannastacidae","Cumacea","Malacostraca","Arthropoda"
"Almyracuma_proximoculi_Jones_&_Burbanck,_1959","Almyracuma_[Arthropoda]","Nannastacidae","Cumacea","Malacostraca","Arthropoda"
"Alocopocythere_goujoni_(Brady,_1868)","Alocopocythere_[Arthropoda]","Trachyleberididae","Podocopida","Ostracoda","Arthropoda"
"Alocopocythere_hui_Malz,_1950","Alocopocythere_[Arthropoda]","Trachyleberididae","Podocopida","Ostracoda","Arthropoda"
"Alocopocythere_kendengensis_Kingma,_1948","Alocopocythere_[Arthropoda]","Trachyleberididae","Podocopida","Ostracoda","Arthropoda"
"Alocopocythere_profusa_Guan,_1978","Alocopocythere_[Arthropoda]","Trachyleberididae","Podocopida","Ostracoda","Arthropoda"
"Alocopocythere_reticulata_(Hartmann,_1964)","Alocopocythere_[Arthropoda]","Trachyleberididae","Podocopida","Ostracoda","Arthropoda"
"Alofia_ginae_Giglioli,_1922","Alofia_[Arthropoda]","Sebekidae","Porocephalida","Maxillopoda","Arthropoda"
"Alofia_merki_Sambon,_1922","Alofia_[Arthropoda]","Sebekidae","Porocephalida","Maxillopoda","Arthropoda"
"Aloidis_modesta","Aloidis_[Mollusca]","Corbulidae","Myoida","Bivalvia","Mollusca"
"Aloiloi_nenue_J.L._Barnard,_1970","Aloiloi_[Arthropoda]","Kamakidae","Amphipoda","Malacostraca","Arthropoda"
"Alokalliapseudes_macsweenyi_(Drumm,_2003b)","Alokalliapseudes_[Arthropoda]","Kalliapseudidae","Tanaidacea","Malacostraca","Arthropoda"
"Alomasoma_belyaevi_Zenkevitch,_1964","Alomasoma_[Echiura]","Bonelliidae","Bonelliida","Echiuroidea","Echiura"
"Alomasoma_chaetiferum_Zenkevitch,_1958","Alomasoma_[Echiura]","Bonelliidae","Bonelliida","Echiuroidea","Echiura"
"Alomasoma_eddystonense_Stephen,_A.C.,_1956","Alomasoma_[Echiura]","Bonelliidae","Bonelliida","Echiuroidea","Echiura"
"Alomasoma_lanai_Ditadi,_A.S.F.,_1992","Alomasoma_[Echiura]","Bonelliidae","Bonelliida","Echiuroidea","Echiura"
"Alomasoma_nordpacificum_Zenkevitch,_1958","Alomasoma_[Echiura]","Bonelliidae","Bonelliida","Echiuroidea","Echiura"
"Alomasoma_paradolum_(Fisher,_W.K.,_1946)","Alomasoma_[Echiura]","Bonelliidae","Bonelliida","Echiuroidea","Echiura"
"Alomasoma_rhynchollulus_Datta-Gupta,_1981","Alomasoma_[Echiura]","Bonelliidae","Bonelliida","Echiuroidea","Echiura"
"Alona_affinis_(Leydig,_1860)","Alona_[Arthropoda]","Chydoridae","Diplostraca","Branchiopoda","Arthropoda"
"Alona_costata_G.O._Sars,_1862","Alona_[Arthropoda]","Chydoridae","Diplostraca","Branchiopoda","Arthropoda"
"Alona_quadrangularis_(O.F._Mller,_1776)","Alona_[Arthropoda]","Chydoridae","Diplostraca","Branchiopoda","Arthropoda"
"Alona_rectangula_Sars,_1861","Alona_[Arthropoda]","Chydoridae","Diplostraca","Branchiopoda","Arthropoda"
"Alope_orientalis_(De_Man)","Alope_[Arthropoda]","Hippolytidae","Decapoda","Malacostraca","Arthropoda"
"Alopecosa_accentuata_(Latreille,_1817)","Alopecosa_[Arthropoda]","Lycosidae","Araneae","Arachnida","Arthropoda"
"Alopias_pelagicus_Nakamura,_1935","Alopias_[Chordata]","Alopiidae","Lamniformes","Elasmobranchii","Chordata"
"Alopias_superciliosus_Lowe,_1841","Alopias_[Chordata]","Alopiidae","Lamniformes","Elasmobranchii","Chordata"
"Alopias_vulpinus_(Bonnaterre,_1788)","Alopias_[Chordata]","Alopiidae","Lamniformes","Elasmobranchii","Chordata"
"Alopochelidon_fucata","Alopochelidon_[Chordata]","Hirundinidae","Passeriformes","Aves","Chordata"
"Alopochen_aegyptiacus_(Linnaeus)","Alopochen_[Chordata]","Anatidae","Anseriformes","Aves","Chordata"
"Alora_kiiensis_Nakayama,_2000","Alora_[Mollusca]","Epitoniidae","[unassigned] Caenogastropoda","Gastropoda","Mollusca"
"Alora_rapunculus_Kilburn,_1975","Alora_[Mollusca]","Epitoniidae","[unassigned] Caenogastropoda","Gastropoda","Mollusca"
"Alora_reticulata_(Habe,_1962)","Alora_[Mollusca]","Epitoniidae","[unassigned] Caenogastropoda","Gastropoda","Mollusca"
"Alora_retifera_Bouchet_&_Warn,_1986","Alora_[Mollusca]","Epitoniidae","[unassigned] Caenogastropoda","Gastropoda","Mollusca"
"Alora_tenerrima_(Dautzenberg_&_Fischer_H.,_1896)","Alora_[Mollusca]","Epitoniidae","[unassigned] Caenogastropoda","Gastropoda","Mollusca"
"Alora_turbinata_Poppe,_2008","Alora_[Mollusca]","Epitoniidae","[unassigned] Caenogastropoda","Gastropoda","Mollusca"
"Alosa_aestivalis_(Mitchill,_1814)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_agone_(Scopoli,_1786)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_alabamae_Jordan_&_Evermann,_1896","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_algeriensis_Regan,_1916","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_alosa_(Linnaeus,_1758)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_braschnikowi_(Borodin,_1904)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_caspia_(Eichwald,_1838)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_caspia_caspia_(Eichwald,_1838)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_caspia_knipowitschi_(Iljin,_1927)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_caspia_persica_(Iljin,_1927)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_chrysochloris_(Rafinesque,_1820)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_fallax_(Lacepde,_1803)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_immaculata_Bennett,_1835","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_kessleri_(Grimm,_1887)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_maeotica_(Grimm,_1901)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_mediocris_(Mitchill,_1814)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_pseudoharengus_(Wilson,_1811)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_sapidissima_(Wilson,_1811)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_saposchnikowii_(Grimm,_1887)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_sphaerocephala_(Berg,_1913)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_tanaica_(Grimm,_1901)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alosa_volgensis_(Berg,_1913)","Alosa_[Chordata]","Clupeidae","Clupeiformes","Actinopterygii","Chordata"
"Alox_antheos_C._G._S._Tan_&_Ng,_1995","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_bothros_Galil_&_Ng,_2007","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_chaunos_Galil_&_Ng,_2007","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_glene_C._G._S._Tan_&_Ng,_1995","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_latusoides_(Sakai,_1937)","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_ornatum_(Ihle,_1918)","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_patella_(Alcock,_1896)","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_rugosum_(Stimpson,_1858)","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_somphos_C._G._S._Tan_&_Ng,_1995","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_uru_Naruse_&_Ng,_2006","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alox_zalion_C._G._S._Tan_&_Ng,_1995","Alox_[Arthropoda]","Leucosiidae","Decapoda","Malacostraca","Arthropoda"
"Alphaleberis_alphathrix_Kornicker,_1981","Alphaleberis_[Arthropoda]","Cylindroleberididae","Myodocopida","Ostracoda","Arthropoda"
"Alphanius_dispar","Alphanius_[Chordata]","Cyprinodontidae","Cyprinodontiformes","Actinopterygii","Chordata"
"Alphanius_eilensis","Alphanius_[Chordata]","Cyprinodontidae","Cyprinodontiformes","Actinopterygii","Chordata"
"Alphasarsiella_altrix_Kornicker,_1995","Alphasarsiella_[Arthropoda]","Sarsiellidae","Myodocopida","Ostracoda","Arthropoda"
"Alphasarsiella_anax_Kornicker,_1995","Alphasarsiella_[Arthropoda]","Sarsiellidae","Myodocopida","Ostracoda","Arthropoda"
"Alpheopsis_africana_Holthuis,_1952","Alpheopsis_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheopsis_azorica_Anker,_d'udekem_d'Acoz_&_Poddoubtchenko,_2005","Alpheopsis_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheopsis_equalis","Alpheopsis_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheopsis_harperi_Wicksten,_1984","Alpheopsis_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheopsis_labis_Chace,_1972","Alpheopsis_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheopsis_trigonus_(Rathbun,_1901)","Alpheopsis_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheopsis_trispinosus_(Stimpson,_1860)","Alpheopsis_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alphestes_afer_(Bloch,_1793)","Alphestes_[Chordata]","Serranidae","Perciformes","Actinopterygii","Chordata"
"Alphestes_immaculatus_Breder,_1936","Alphestes_[Chordata]","Serranidae","Perciformes","Actinopterygii","Chordata"
"Alphestes_multiguttatus_(Gnther,_1867)","Alphestes_[Chordata]","Serranidae","Perciformes","Actinopterygii","Chordata"
"Alpheus_alcyone","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_amblyonyx_Chace,_1972","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_angulosus_McClure,_2002","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_armatus_Rathbun,_1901","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_armillatus_H._Milne_Edwards,_1837","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_audouini","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_bahamensis_Rankin,_1898","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_barbatus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_beanii_Verrill,_1922","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_belli_Coutire,_1898","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_bisincisus_de_Haan,_1844","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_blachei_Crosnier_&_Forest,_1965","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_bouvieri_A._Milne-Edwards,_1878","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_bucephaloides","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_bucephalus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_bullatus_Barnard,_1955","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_candei_Gurin-Meneville,_1855","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_clypeatus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_collumianus_Stimpson","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_crassimanus_Heller,_1865","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_crinitus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_cristulifrons_Rathbun,_1900","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_crockeri_(Armstrong,_1941)","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_cylindricus_Kingsley,_1878","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_dentipes_Gurin-Mneville,_1832","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_deuteropus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_diadema","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_dissodontonotus_Stebbing,_1915","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_distinguendus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_djeddensis","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_djiboutensis","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_edamensis","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_edwardsii_(Audouin,_1826)","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_ehlersii","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_estuariensis_Christoffersen,_1984","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_euchirus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_euphrosyne_De_Man,_1897","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_euphrosyne_euphrosyne","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_fagei_Crosnier_&_Forest,_1965","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_fasciatus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_floridanus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_floridanus_africanus_Balss,_1916","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_floridanus_floridanus_Kingsley,_1878","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_formosus_Gibbes,_1850","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_frontalis","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_glaber_(Olivi,_1792)","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_gracilipes_Stimpson,_1860","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_heterochaelis_Say,_1818","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_hippothoe","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_holthuisi_Ribeiro,_1964","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_hortensis_Wicksten_&_McClure,_2003","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_hululensis","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_inopinatus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_intrinsecus_Bate,_1888","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_lanceloti","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_lanceostylus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_leptochirus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_leviusculus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_leviusculus_leviusculus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_lobidens_De_Haan,_1849","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_longecarinatus_Hilgendorf","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_longiforceps_Hayashi_&_Naqata,_2002","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_lottini_Gurin","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_luciae_Barnard","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_macrocheles_(Hailstone,_1835)","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_macrochirus_Richters","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_macrodactylus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_macroskeles","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_maindroni","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_malabaricus_Fabricius,_1798","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_malleator_Dana,_1852","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_malleodigitus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_microstylus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_miersi","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_migrans_Lewinsohn_&_Holthuis,_1978","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_minikoensis_Coutire","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_nonalter","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_normanni_Kingsley,_1878","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_notabilis_Stebbing","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_nuttingi_(Schmitt,_1924)","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_obesomanus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_pachychirus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_pacificus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_packardii_Kingsley,_1880","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_paracrinitus_Miers,_1881","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_paragracilis_Coutire","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_pareuchirus","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
"Alpheus_parvirostris_Dana","Alpheus_[Arthropoda]","Alpheidae","Decapoda","Malacostraca","Arthropoda"
