Species,Genus,Family,Ordo,Class,Phylum
"Acanthocope_pentacornis_Mueller,_1989A",Acanthocope_[Arthropoda],Munnopsidae,Isopoda,Malacostraca,Arthropoda
"Acanthocope_spinicauda_Beddard,_1885",Acanthocope_[Arthropoda],Munnopsidae,Isopoda,Malacostraca,Arthropoda
"Acanthocope_spinosissima_Menzies,_1956B",Acanthocope_[Arthropoda],Munnopsidae,Isopoda,Malacostraca,Arthropoda
Acanthocope_unicornis,Acanthocope_[Arthropoda],Munnopsidae,Isopoda,Malacostraca,Arthropoda
"Acanthocotyle_borealis_Brinkmann,_1940",Acanthocotyle_[Platyhelminthes],Acanthocotylidae,Monopisthocotylea,Monogenea,Platyhelminthes
"Acanthocotyle_elegans_Monticelli,_1890",Acanthocotyle_[Platyhelminthes],Acanthocotylidae,Monopisthocotylea,Monogenea,Platyhelminthes
"Acanthocotyle_greeni_Macdonald_&_Llewellyn,_1980",Acanthocotyle_[Platyhelminthes],Acanthocotylidae,Monopisthocotylea,Monogenea,Platyhelminthes
"Acanthocotyle_lobianchi_Monticelli,_1888",Acanthocotyle_[Platyhelminthes],Acanthocotylidae,Monopisthocotylea,Monogenea,Platyhelminthes
"Acanthocotyle_monticellii_Scott,_1902",Acanthocotyle_[Platyhelminthes],Acanthocotylidae,Monopisthocotylea,Monogenea,Platyhelminthes
"Acanthocotyle_oligoterus_(Monticelli,_1899)",Acanthocotyle_[Platyhelminthes],Acanthocotylidae,Monopisthocotylea,Monogenea,Platyhelminthes
"Acanthocyathus_spinicarens_Moseley,_1881",Acanthocyathus_[Cnidaria],Scleractinia_incertae_sedis,Scleractinia,Anthozoa,Cnidaria
"Acanthocybium_solandri_(Cuvier,_1832)",Acanthocybium_[Chordata],Scombridae,Perciformes,Actinopterygii,Chordata
"Acanthocyclops_abyssicola_(Lilljeborg,_1901)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_agamus_Kiefer,_1938",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_alticola_(Kiefer,_1935)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_americanus_(Marsh,_1893)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_americanus_opinosa_Monchenko_&_Tanolzhavova,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_arenosus_Mazepova,_1950",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_balcanicus_bisaetosus_Iepure,_2001",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_balcanicus_Naidenov_&_Pandourski,_1992",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_biarticulatus_Monchenko,_1972",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_bicuspidatus_(Claus,_1857)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_bicuspidatus_synarthus_(Lowndes,_1926)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_bicuspidatus_thomasi_(Forbes_S.A.,_1882)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_bisetosus_(Rehberg,_1880)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_brachypus_(Kiefer,_1955)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_brevispinosus_(Herrick,_1884)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_caesariatus_Mercado-Salas_&_Surez-Morales,_2009",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_capillatus_(Sars_G.O.,_1863)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_carolinianus_(Yeatman,_1944)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_cephallenus_Pesce,_1978",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_chappuisi_(Naidenov_&_Pandourski,_1992)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_columbiensis_Reid,_1990",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_crassicaudis_(Sars_G.O.,_1863)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_crassicaudis_brachycercus_(Kiefer,_1929)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_crassicaudoides_(Kiefer,_1928)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_crinitus_(Graeter,_1910)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_deminutus_(Sterba,_1954)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_denticornis_Chislenko,_1977",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_dussarti_orientalis_Pesce,_Pace_&_Maggi,_1984",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_dussarti_Pesce_&_Maggi,_1977",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_einslei_Mirabdullayev_&_Defaye,_2004",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_ekmani_Lindberg,_1950",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_elegans_Mazepova,_1962",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_exilis_(Coker,_1934)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_fonticulus_Lee_&_Chang,_2007",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_fontinalis_Naidenov,_1969",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_formosanus_Harada,_1931",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_galbinus_Mazepova,_1962",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_gigas_(Claus,_1857)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_gigas_latipes_(Lowndes,_1927)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_gmeineri_Pospisil,_1989",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_gordani_Petkovski,_1971",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_hispanicus_Kiefer,_1937",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_hypogeus_(Kiefer,_1930)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_improcerus_Mazepova,_1950",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_incolotaenia_Mazepova,_1950",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_insectus_(Forbes_S.A.,_1882)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_intermedius_Mazepova,_1952",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_iskrecensis_Pandourski,_1992",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_jasnitskii_Mazepova,_1950",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_jeanneli_(Chappuis,_1929)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_kagaensis_ItoTak,_1964",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_kieferi_(Chappuis,_1925)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_kieferi_hispanicus_Kiefer,_1937",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_konstantini_Mazepova,_1962",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_languidoides_(Lilljeborg,_1901)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_languidoides_goticus_(Kiefer,_1931)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_languidoides_italiana_(Kiefer,_1931)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_languidoides_moravicus_Sterba,_1956",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_languidus_(Sars_G.O.,_1863)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_languidus_belgicus_(Kiefer,_1936)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_latipes_(Lowndes,_1927)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_lobulosus_(Ekman,_1905)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_longifurcus_Shen_&_Sung,_1963",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_macedonicus_(Petkovski,_1954)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_magnus_(Marsh,_1920)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_marceloi_Mercado-Salas_&_Surez-Morales,_2009",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_michaelseni_(Mrzek,_1901)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_milotai_Iepure_&_Defaye,_2008",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_mirnyi_Borutsky_&_Vinogradov,_1957",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_miurai_ItoTak,_1957",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_montana_Reid_&_Reed,_1991",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_morimotoi_ItoTak,_1952",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_muscicola_(Lastochkin,_1924)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_nanus_(Sars_G.O.,_1863)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_niceae_Mann,_1940",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_notabilis_Mazepova,_1950",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_orientalis_Borutsky,_1966",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_parasensitivus_Reid,_1998",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_parcus_(Herrick,_1882)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_parvulus_Strayer,_1989",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_pennaki_Reid,_1992",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_petkovskii_Pesce_&_Lattinger,_1983",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_phreaticus_(Chappuis,_1928)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_pilosus_Kiefer,_1934",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_plattensis_Pennak_&_Ward,_1985",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_plesai_Iepure,_2001",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_profundus_Mazepova,_1950",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_profundus_tomilovi_Mazepova,_1978",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_propinquus_Plesa,_1957",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_radevi_Pandourski,_1993",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_rebecae_Fiers,_Ghenne_&_Surez-Morales,_2000",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_reductus_(Chappuis,_1925)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_reductus_propinquus_(Plesa,_1957)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_rhenanus_Kiefer,_1936",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_(G.O._Sars,_1863)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_alphnes_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_armata_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_brevispinosus_(Herrick,_1895)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_insueta_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_limnetica_Petkovski,_1975",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_saxonica_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_setiger_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_robustus_typica_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_rupestris_Mazepova,_1950",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_rupestris_signifer_Mazepova,_1978",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_sambugarae_Kiefer,_1981",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_sensitivus_(Graeter_&_Chappuis,_1914)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_serrani_Braicovich_&_Timi,_2009",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_signifer_Mazepova,_1952",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_similis_Flssner,_1984",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_skottsbergi_Lindberg,_1949",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_smithae_Reid_&_Surez-Morales,_1999",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_spongicola_Mazepova,_1962",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_stammeri_Kiefer,_1931",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_stammeri_westfalicus_(Kiefer,_1931)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_strimonis_(Pandourski,_1994)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_stygius_(Chappuis,_1924)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_talievi_Mazepova,_1970",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_tenuispinalis_Shen_&_Sung,_1963",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_thomasi_(Forbes_S.A.,_1882)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_tokchokensis_Kim_H.S._&_Chang,_1991",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_trajani_Mirabdullayev_&_Defaye,_2004",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_troglophilus_(Kiefer,_1932)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_venustoides_(Coker,_1934)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_venustoides_bispinosus_(Yeatman,_1951)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_venustus_(Norman_&_Scott_T.,_1906)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_venustus_crinitus_(Graeter,_1908)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_venustus_italicus_Pesce_&_Maggi,_1979",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_venustus_stammeri_(Kiefer,_1930)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_venustus_troglophilus_Kiefer,_1932",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_(Fischer,_1853)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_aculeata_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_ambigua_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_brevispinosus_(Herrick,_1895)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_infesta_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_orientalis_Borutsky,_1966",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_parcus_(Herrick,_1882)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_robustus_(Sars_G.O.,_1863)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_vernalis_tetracantha_Mastrantuono_&_Stella,_1976",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_versutus_Mazepova,_1961",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_viridis_(Jurine,_1820)",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclops_viridis_deserticola_Lindberg,_1936",Acanthocyclops_[Arthropoda],Cyclopidae,Cyclopoida,Maxillopoda,Arthropoda
"Acanthocyclus_albatrossis_Rathbun,_1898",Acanthocyclus_[Arthropoda],Belliidae,Decapoda,Malacostraca,Arthropoda
"Acanthocyclus_gayi_Lucas,_in_H._Milne_Edwards_&_Lucas,_1844",Acanthocyclus_[Arthropoda],Belliidae,Decapoda,Malacostraca,Arthropoda
"Acanthocyclus_hassleri_Rathbun,_1898",Acanthocyclus_[Arthropoda],Belliidae,Decapoda,Malacostraca,Arthropoda
"Acanthocythereis_agapensis_Lev,_1983",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_ascolii_(Puri,_1963)",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_dunelmensis_(Norman,_1865)",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_echinata_(Hu,_1984)",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_horrida_(Sars,_1866)",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_hystrix_(Reuss,_1850)",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_munechikai_Ishizaki,_1981",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_mutsuensis_Ishizaki,_1971",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_ornata_(Mller,_1894)",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_spinosa_(Hu_&_Yang,_1975)",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthocythereis_subsequenta_Benson,_1977",Acanthocythereis_[Arthropoda],Trachyleberididae,Podocopida,Ostracoda,Arthropoda
"Acanthodaphne_sabelli_Bonfitto_&_Morassi,_2006",Acanthodaphne_[Mollusca],Turridae,Neogastropoda,Gastropoda,Mollusca
"Acanthodaphne_sabellii_Bonfitto_&_Morassi,_2006",Acanthodaphne_[Mollusca],Turridae,Neogastropoda,Gastropoda,Mollusca
"Acanthodendrilla_australis_Bergquist,_1995",Acanthodendrilla_[Porifera],Dictyodendrillidae,Dendroceratida,Demospongiae,Porifera
"Acanthodendrilla_levii_Uriz_&_Maldonado,_2000",Acanthodendrilla_[Porifera],Dictyodendrillidae,Dendroceratida,Demospongiae,Porifera
Acanthodesia_limosa,Acanthodesia_[Bryozoa],Membraniporidae,Cheilostomatida,Gymnolaemata,Bryozoa
"Acanthodesia_savartii_cetrata_(Harmer,_1926)",Acanthodesia_[Bryozoa],Membraniporidae,Cheilostomatida,Gymnolaemata,Bryozoa
"Acanthodiaptomus_denticornis_(Wierzejski,_1887)",Acanthodiaptomus_[Arthropoda],Diaptomidae,Calanoida,Maxillopoda,Arthropoda
"Acanthodiaptomus_denticornis_molvensis_Monti_&_Stella,_1934",Acanthodiaptomus_[Arthropoda],Diaptomidae,Calanoida,Maxillopoda,Arthropoda
"Acanthodiaptomus_pacificus_(Burckhardt,_1913)",Acanthodiaptomus_[Arthropoda],Diaptomidae,Calanoida,Maxillopoda,Arthropoda
"Acanthodiaptomus_tibetanus_(Daday,_1907)",Acanthodiaptomus_[Arthropoda],Diaptomidae,Calanoida,Maxillopoda,Arthropoda
"Acanthodillo_agasketos_Lewis,_1998A",Acanthodillo_[Arthropoda],Armadillidae,Isopoda,Malacostraca,Arthropoda
"Acanthodillo_barringtonensis_Lewis,_1998A",Acanthodillo_[Arthropoda],Armadillidae,Isopoda,Malacostraca,Arthropoda
"Acanthodillo_brevicornis_(Budde-Lund,_1913A)",Acanthodillo_[Arthropoda],Armadillidae,Isopoda,Malacostraca,Arthropoda
"Acanthodillo_commensalis_(Baker,_1913)",Acanthodillo_[Arthropoda],Armadillidae,Isopoda,Malacostraca,Arthropoda
"Acanthodillo_erinaceus_Verhoeff,_1926A",Acanthodillo_[Arthropoda],Armadillidae,Isopoda,Malacostraca,Arthropoda
