Species,Genus,Family,Ordo,Class,Phylum
"Acanthascus_(Rhabdocalyptus)_tener_(Schulze,_1899)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Rhabdocalyptus)_tenuis_(Schulze,_1899)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Rhabdocalyptus)_unguiculatus_(Ijima,_1904)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Rhabdocalyptus)_victor_(Ijima,_1897)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_affinis_(Ijima,_1904)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_celebesianus_(Ijima,_1927)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_dowlingi_(Lambe,_1893)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_entacanthus_(Ijima,_1904)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_fasciculatus_(Schulze,_1899)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_fuca_(Tabachnick,_1989)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_glaber_(Ijima,_1897)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_hamatus_(Lendenfeld,_1915)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_heteractinus_(Ijima,_1897)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_microchetus_(Ijima,_1898)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_pleorhaphides_(Ijima,_1897)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_roeperi_(Schulze,_1887)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_rugocruciatus_(Okada,_1932)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_solidus_(Schulze,_1899)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthascus_(Staurocalyptus)_tubulosus_(Ijima,_1904)",Acanthascus_[Porifera],Rossellidae,Lyssacinosida,Hexactinellida,Porifera
"Acanthaspidia_acanthonotus_Beddard,_1886",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_bifurcata_Menzies,_1962C",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_bifurcatoides_Vasina_&_Kussakin,_1982",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_curtispinosa_Vasina_&_Kussakin,_1982",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_decorata_(Hansen,_1895)",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_drygalskii_Vanhffen,_1914",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_hanseni_Birstein,_1963A",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_iolanthoidea_Vasina_&_Kussakin,_1982",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_laevis_Chardy,_1978",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_longiramosa_Vasina_&_Kussakin,_1982",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_mucronata_(Menzies_&_Schultz,_1968)",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_namibia_Brandt,_2001",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_natalensis_(Kensley,_1977)",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_neonotus_(Menzies_&_George,_1972)",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_pleuronotus_(Menzies_&_Schultz,_1967)",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_porrecta_Menzies_&_Schultz,_1968",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_rostrata_(Menzies_&_Schultz,_1967)",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_sulcatacornia_Menzies_&_Schultz,_1967",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthaspidia_typhlops_(G._O._Sars,_1879)",Acanthaspidia_[Arthropoda],Acanthaspidiidae,Isopoda,Malacostraca,Arthropoda
"Acanthastenasellus_forficuloides_Chelazzi_&_Messana,_1985",Acanthastenasellus_[Arthropoda],Stenasellidae,Isopoda,Malacostraca,Arthropoda
"Acanthaster_brevispinus_brevispinus_Fisher,_1917",Acanthaster_[Echinodermata],Acanthasteridae,Valvatida,Asteroidea,Echinodermata
"Acanthaster_brevispinus_Fisher,_1917",Acanthaster_[Echinodermata],Acanthasteridae,Valvatida,Asteroidea,Echinodermata
"Acanthaster_brevispinus_seychellensis_Jangoux_&_Aziz,_1984",Acanthaster_[Echinodermata],Acanthasteridae,Valvatida,Asteroidea,Echinodermata
"Acanthaster_planci_(Linnaeus,_1758)",Acanthaster_[Echinodermata],Acanthasteridae,Valvatida,Asteroidea,Echinodermata
Acanthastrea_amakusensis_Veron,Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_angulosa_(Dana,_1846)",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_bowerbanki_Milne_Edwards_&_Haime,_1857",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_brevis_Milne_Edwards_&_Haime,_1849",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_echinata_(Dana,_1846)",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
Acanthastrea_erythraea,Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_faviaformis_Veron,_2002",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_hemprichii_(Ehrenberg,_1834)",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_hillae_Wells,_1955",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_ishigakiensis_Veron,_1990",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_lordhowensis_Veron_&_Pichon,_1982",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_maxima_Sheppard_&_Salm,_1988",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_regularis_Veron,_2002",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_rotundaflora_Chevalier,_1975",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
Acanthastrea_simplex,Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthastrea_subechinata_Veron,_2002",Acanthastrea_[Cnidaria],Mussidae,Scleractinia,Anthozoa,Cnidaria
"Acanthaxius_amakusana_(Miyake_&_Sakai,_1967)",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_caespitosa_(Squires,_1979)",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_formosa_Kensley_&_Chan,_1998",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_gadaletae_Ngoc-Ho,_2006",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_garawa_Poore_&_Collins,_2009",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_gathaagudu_Poore_&_Collins,_2009",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_grandis_Kensley_&_Chan,_1998",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_hirsutimanus_(Boesch_&_Smalley,_1972)",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_kirkmilleri_Kensley,_1996",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_miyazakiensis_(Yokoya,_1933)",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_ningaloo_Poore_&_Collins,_2009",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_pilocheirus_(Sakai,_1987)",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_polyacanthus_(Miyake_&_Sakai,_1967)",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_polychaetes_Sakai,_1994",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthaxius_spinosissimus_(Rathbun,_1906)",Acanthaxius_[Arthropoda],Axiidae,Decapoda,Malacostraca,Arthropoda
"Acanthella_aculeata_Thiele,_1898",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_acuta_Schmidt,_1862",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_annulata_Sar,_1958",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_branchia_Sim,_Kim_&_Byeon,_1990",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_cavernosa_Dendy,_1922",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_costata_Kieschnick,_1900",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_cubensis_(Alcolado,_1984)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_dendyi_(Bergquist,_1970)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_erecta_(Carter,_1876)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_flabellata_(Tanita,_1961)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_flagelliformis_(van_Soest_&_Stentoft,_1988)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_hispida_Pulitzer-Finali,_1982",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_inflexa_(Pulitzer-Finali,_1982)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_insignis_Thiele,_1898",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_klethra_Pulitzer-Finali,_1982",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_ligulata_(Burton,_1928)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_mastophora_(Schmidt,_1870)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_minuta_Tanita,_1968",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_multiformis_Vosmaer,_1885",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_oviforma_Tanita_&_Hoshino,_1989",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_pulcherrima_Ridley_&_Dendy,_1886",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_ramosa_Kumar,_1925",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_ramus_(Sim,_Kim_&_Byeon,_1990)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_simplex_Thiele,_1898",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_styloida_Tanita_&_Hoshino,_1989",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_tenuispiculata_Dendy,_1897",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_vaceleti_van_Soest_&_Stentoft,_1988",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_vulgata_Thiele,_1898",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthella_xutha_(de_Laubenfels,_1954)",Acanthella_[Porifera],Dictyonellidae,Halichondrida,Demospongiae,Porifera
"Acanthemblemaria_aspera_(Longley,_1927)",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_atrata_Hastings_&_Robertson,_1999",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_balanorum_Brock,_1940",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_betinensis_Smith-Vaniz_&_Palacio,_1974",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_castroi_Stephens_&_Hobson,_1966",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_chaplini_Bhlke,_1957",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_crockeri_Beebe_&_Tee-Van,_1938",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_cubana_Garrido_&_Varela,_2008",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_exilispinus_Stephens,_1963",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_greenfieldi_Smith-Vaniz_&_Palacio,_1974",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_hancocki_Myers_&_Reid,_1936",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_harpeza_Williams,_2002",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_johnsoni_Almany_&_Baldwin,_1996",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_macrospilus_Brock,_1940",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_mangognatha_Hastings_&_Robertson,_1999",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_maria_Bhlke,_1961",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_medusa_Smith-Vaniz_&_Palacio,_1974",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_paula_Johnson_&_Brothers,_1989",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_rivasi_Stephens,_1970",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_spinosa_Metzelaar,_1919",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthemblemaria_stephensi_Rosenblatt_&_McCosker,_1988",Acanthemblemaria_[Chordata],Chaenopsidae,Perciformes,Actinopterygii,Chordata
"Acanthephyra_acanthitelsonis_Bate,_1888",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_acutifrons_Bate,_1888",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_armata_A._Milne_Edwards,_1881",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_brevirostris_Smith,_1885",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_curtirostris_Wood-Mason,_1891",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_eximia_Smith,_1884",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_indica_Balls,_1925",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_kingsleyi_Bate,_1888",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_pelagica_(Risso,_1816)",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_prionota_Foxton,_1971",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_purpurea_A._Milne-Edwards,_1881",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_quadrispinosa_Kemp,_1939",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_smithi_Kemp,_1939",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_stylorostratis_(Bate,_1888)",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthephyra_tenuipes_Bate,_1888",Acanthephyra_[Arthropoda],Oplophoridae,Decapoda,Malacostraca,Arthropoda
"Acanthicolepis_aequitis_(McIntosh,_1885)",Acanthicolepis_[Annelida],Polynoidae,Phyllodocida,Polychaeta,Annelida
"Acanthicolepis_asperrima_(M._Sars,_1861)",Acanthicolepis_[Annelida],Polynoidae,Phyllodocida,Polychaeta,Annelida
"Acanthicolepis_cousteaui_Laubier,_1961",Acanthicolepis_[Annelida],Polynoidae,Phyllodocida,Polychaeta,Annelida
"Acanthicolepis_longicirrata_Treadwell,_1941",Acanthicolepis_[Annelida],Polynoidae,Phyllodocida,Polychaeta,Annelida
"Acanthiella_chaetonotoides_Rieger_&_Sterrer,_1975",Acanthiella_[Platyhelminthes],Protomonotresidae,Prolecithophora,Rhabditophora,Platyhelminthes
"Acanthilia_intermedia_(Miers,_1886)",Acanthilia_[Arthropoda],Leucosiidae,Decapoda,Malacostraca,Arthropoda
"Acanthina_monodon_(Pallas,_1774)",Acanthina_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthina_unicornis_(Bruguire,_1789)",Acanthina_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthinucella_paucilirata_(Stearns,_1871)",Acanthinucella_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthinucella_punctulata_(Sowerby,_1835)",Acanthinucella_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthinucella_spirata_(Blainville,_1832)",Acanthinucella_[Mollusca],Muricidae,Neogastropoda,Gastropoda,Mollusca
"Acanthistius_brasilianus_(Cuvier,_1828)",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_cinctus_(Gnther,_1859)",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_fuscus_Regan,_1913",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_joanae_Heemstra,_2010",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_ocellatus_(Gnther,_1859)",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_pardalotus_Hutchins,_1981",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_patachonicus_(Jenyns,_1840)",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_paxtoni_Hutchins_&_Kuiter,_1982",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_pictus_(Tschudi,_1846)",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_sebastoides_(Castelnau,_1861)",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthistius_serratus_(Cuvier,_1828)",Acanthistius_[Chordata],Serranidae,Perciformes,Actinopterygii,Chordata
"Acanthobasiliola_doederleini_(Davidson,_1886)",Acanthobasiliola_[Brachiopoda],Basiliolidae,Rhynchonellida,Rhynchonellata,Brachiopoda
"Acanthobonellia_miyajimai_(Ikeda,_1904)",Acanthobonellia_[Echiura],Bonelliidae,Bonelliida,Echiuroidea,Echiura
"Acanthobonellia_pirotanensis_Jos,_1964",Acanthobonellia_[Echiura],Bonelliidae,Bonelliida,Echiuroidea,Echiura
"Acanthobonellia_rollandoe_Menon,_Datta-Gupta_&_Johnson,_1964",Acanthobonellia_[Echiura],Bonelliidae,Bonelliida,Echiuroidea,Echiura
"Acanthobothrium_adlardi_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_angelae_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_arlenae_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_bartonae_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_benedeni_(Lnnberg,_1889)",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_blairi_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_brayi_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_brevissime_Linton,_1909",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_cannoni_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_chiloscylli_Gangadharam_&_Vijaya_Lakshmi,_2004",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_chisholmae_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_clarkeae_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_coronatum_(Rudolphi,_1819)",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_crassicolle_Wedl,_1855",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_cribbi_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_dujardinii_van_Beneden,_1849",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_edmondsi_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_filicolle_(Zschokke,_1887)",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_filicolle_benedeni_Lnnberg,_1889",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_filicolle_paulum_Linton,_1924",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_floridensis_Goldstein,_1964",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_fogeli_Goldstein,_1964",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_foulki_Reyda_&_Caira,_2006",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_gasseri_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_gibsoni_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_gloveri_Campbell_&_Beveridge,_2002",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
"Acanthobothrium_gnomus_Reyda_&_Caira,_2006",Acanthobothrium_[Platyhelminthes],Oncobothriidae,Tetraphyllidea,Cestoda,Platyhelminthes
